codigo,disciplina,turma,horario,local,docente,departamento_id,tipo_componente,modalidade_educacao,unidade_responsavel,codigo_componente,nome_componente,pre_requisitos,co_requisitos,equivalencias,excluir_avaliacao,matriculavel_online,horario_flexivel,permite_multiplas_aprovacoes,quantidade_avaliacoes,ementa,carga_horaria_total
01,FCE0035 - ESTÁGIO OBRIGATÓRIO  EM FISIOTERAPIA 2,"VINICIUS ZACARIAS MALDANER DA SILVA (45h)
										
										
										LIANA BARBARESCO GOMIDE MATHEUS (15h)
										
										
										JULIANA DE FARIA FRACON E ROMAO (15h)
										
										
										ALESSANDRA MARTINS MELO DE SOUSA (15h)
										
										
										VERA REGINA FERNANDES DA SILVA MARAES (15h)
										
										
										SERGIO RICARDO MENEZES MATEUS (23h)
										
										
										LEONARDO PETRUS DA SILVA PAZ (23h)
										
										
										ALINE TEIXEIRA ALVES (15h)
										
										
										JULIANA ALBUQUERQUE BALTAR (23h)","23456M1234
											


		

											Segunda-feira 08:00 às 11:50Terça-feira 08:00 às 11:50Quarta-feira 08:00 às 11:50Quinta-feira 08:00 às 11:50Sexta-feira 08:00 às 11:50",,40,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,ESTÁGIO OBRIGATÓRIO  EM FISIOTERAPIA 2,( ( FCE0034 OU FCE0442 ) ),-,FCE0447 (ESTÁGIO OBRIGATORIO EM FISIOTERAPIA 2),Não,Sim,Não,Não,1,"Assegura a prática de intervenções fisioterapêuticas na atenção de média e alta complexidade em saúde. Proporciona ambiente para treinamento prático em serviços de fisioterapia com práticas preventivas, curativas e de reabilitação, seja nas unidades básicas de saúde, seja nos ambulatórios e centros de reabilitação.",Não informado
02,FCE0035 - ESTÁGIO OBRIGATÓRIO  EM FISIOTERAPIA 2,"VINICIUS ZACARIAS MALDANER DA SILVA (45h)
										
										
										LIANA BARBARESCO GOMIDE MATHEUS (15h)
										
										
										JULIANA DE FARIA FRACON E ROMAO (15h)
										
										
										ALESSANDRA MARTINS MELO DE SOUSA (15h)
										
										
										VERA REGINA FERNANDES DA SILVA MARAES (15h)
										
										
										SERGIO RICARDO MENEZES MATEUS (22h)
										
										
										LEONARDO PETRUS DA SILVA PAZ (22h)
										
										
										ALINE TEIXEIRA ALVES (15h)
										
										
										JULIANA ALBUQUERQUE BALTAR (22h)","23456T2345
											


		

											Segunda-feira 14:00 às 17:50Terça-feira 14:00 às 17:50Quarta-feira 14:00 às 17:50Quinta-feira 14:00 às 17:50Sexta-feira 14:00 às 17:50",,30,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,ESTÁGIO OBRIGATÓRIO  EM FISIOTERAPIA 2,( ( FCE0034 OU FCE0442 ) ),-,FCE0447 (ESTÁGIO OBRIGATORIO EM FISIOTERAPIA 2),Não,Sim,Não,Não,1,"Assegura a prática de intervenções fisioterapêuticas na atenção de média e alta complexidade em saúde. Proporciona ambiente para treinamento prático em serviços de fisioterapia com práticas preventivas, curativas e de reabilitação, seja nas unidades básicas de saúde, seja nos ambulatórios e centros de reabilitação.",Não informado
01,FCE0036 - ESTÁGIO OBRIGATÓRIO  EM FISIOTERAPIA 3,"VINICIUS ZACARIAS MALDANER DA SILVA (30h)
										
										
										GRAZIELLA FRANCA BERNARDELLI CIPRIANO (15h)
										
										
										ALESSANDRA MARTINS MELO DE SOUSA (15h)
										
										
										SERGIO RICARDO MENEZES MATEUS (23h)
										
										
										ALINE TEIXEIRA ALVES (15h)
										
										
										SERGIO RICARDO THOMAZ (23h)","23456M1234
											


		

											Segunda-feira 08:00 às 11:50Terça-feira 08:00 às 11:50Quarta-feira 08:00 às 11:50Quinta-feira 08:00 às 11:50Sexta-feira 08:00 às 11:50",,30,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,ESTÁGIO OBRIGATÓRIO  EM FISIOTERAPIA 3,( ( FCE0035 OU FCE0447 ) ),-,FCE0448 (ESTÁGIO OBRIGATORIO EM FISIOTERAPIA 3),Não,Sim,Não,Não,1,Assegura a prática de intervenções fisioterapêuticas  na  atenção de  média e alta complexidade  em saúde.  Proporciona ambiente para treinamento prático em serviços de fisioterapia com práticas preventivas e curativas nas unidades de terapia intensiva e ambulatórios.,Não informado
02,FCE0036 - ESTÁGIO OBRIGATÓRIO  EM FISIOTERAPIA 3,"VINICIUS ZACARIAS MALDANER DA SILVA (30h)
										
										
										GRAZIELLA FRANCA BERNARDELLI CIPRIANO (15h)
										
										
										ALESSANDRA MARTINS MELO DE SOUSA (15h)
										
										
										SERGIO RICARDO MENEZES MATEUS (22h)
										
										
										ALINE TEIXEIRA ALVES (15h)
										
										
										SERGIO RICARDO THOMAZ (22h)","23456T2345
											


		

											Segunda-feira 14:00 às 17:50Terça-feira 14:00 às 17:50Quarta-feira 14:00 às 17:50Quinta-feira 14:00 às 17:50Sexta-feira 14:00 às 17:50",,30,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,ESTÁGIO OBRIGATÓRIO  EM FISIOTERAPIA 3,( ( FCE0035 OU FCE0447 ) ),-,FCE0448 (ESTÁGIO OBRIGATORIO EM FISIOTERAPIA 3),Não,Sim,Não,Não,1,Assegura a prática de intervenções fisioterapêuticas  na  atenção de  média e alta complexidade  em saúde.  Proporciona ambiente para treinamento prático em serviços de fisioterapia com práticas preventivas e curativas nas unidades de terapia intensiva e ambulatórios.,Não informado
01,FCE0038 - INTRODUÇÃO A FONOAUDIOLOGIA,FLAVIA ALVES BORGES (30h),"3T45
											


		

											Terça-feira 16:00 às 17:50",,40,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,INTRODUÇÃO A FONOAUDIOLOGIA,-,-,Nenhuma,Não,Sim,Não,Não,1,"História da Fonoaudiologia no Brasil e no cenário internacional. Regulamentação da profissão estruturação e formação doprofissional fonoaudiólogo. Áreas de atuação, interdisciplinaridade, papel da Fonoaudiologia nas políticas públicas da Saúde eEducação.",Não informado
01,FCE0040 - ESTUDOS LINGUISTICOS 1,CARMEM JENA MACHADO CAETANO (30h),"4M34
											


		

											Quarta-feira 10:00 às 11:50",,40,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,ESTUDOS LINGUISTICOS 1,-,-,LIP0045 (INTRODUÇÃO À LINGUÍSTICA),Não,Sim,Não,Não,1,"Conceitos de comunicação, língua e linguagem. Objeto de estudo, história e áreas da linguística. Linguagem e pensamento. Introdução à morfologia, sintaxe, semântica, análise do discurso e pragmática.",Não informado
01,FCE0041 - MORFOSIOLOGIA DE CABEÇA E PESCOÇO,FLAVIA ALVES BORGES (30h),"2M5  2T1
											


		

											Segunda-feira 12:00 às 13:50",,36,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,FCE0041,MORFOSIOLOGIA DE CABEÇA E PESCOÇO,( ( FCE0201 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Estudo integrado da anatomia, histologia e fisiologia dos sistemas que compõem os segmentos da cabeça e pescoço envolvidos no processo fonoarticulatório. Controle nervoso do mecanismo de produção da fala. Desenvolvimento de noções da morfofisiologia de cabeça e pescoço para o raciocínio clínico.",Não informado
01,FCE0042 - ESTUDOS LINGUISTICOS 2,"AVELINY MANTOVAN LIMA (15h)
										
										
										CARMEM JENA MACHADO CAETANO (45h)","2M1234
											


		

											Segunda-feira 08:00 às 11:50",,36,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,ESTUDOS LINGUISTICOS 2,( ( FCE0040 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Aspectos articulatórios e acústicos envolvidos na produção da fala. Organização fonológica da língua portuguesa. Transcrição fonética e fonológica. Prosódia. Variação linguística.,Não informado
01,FCE0043 - FÍSICA ACÚSTICA,ARAKEN DOS SANTOS WERNECK RODRIGUES (30h),"3M34
											


		

											Terça-feira 10:00 às 11:50",,60,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,FÍSICA ACÚSTICA,-,-,Nenhuma,Não,Sim,Não,Não,1,"Conceitos fundamentais da física aplicados a Fonoaudiologia. Física dos sons, propagação dos sons. Bases físicas da fonação, incluindo seus aspectos aerodinâmicos. Bases físicas da audição. Ruído: níveis e medidas. Psicoacústica. Instrumentação.",Não informado
01,FCE0048 - TRABALHO DE CAMPO EM FONOAUDIOLOGIA 1,FELIPE DE OLIVEIRA RODRIGUES (30h),"3T34
											


		

											Terça-feira 14:55 às 16:55",,10,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,TRABALHO DE CAMPO EM FONOAUDIOLOGIA 1,( ( FCE0042 ) ),-,Nenhuma,Não,Sim,Não,Não,1,,Não informado
01,FCE0053 - PROCESSOS COGNITIVOS: CINÉSIO-FISIOPATOLOGIA,ANA CLARA BONINI ROCHA (30h),"5M5  5T1
											


		

											Quinta-feira 12:00 às 13:50",,15,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,PROCESSOS COGNITIVOS: CINÉSIO-FISIOPATOLOGIA,( ( FCE0008 E FCE0222 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Cinesiologia e suas relações com a Fisiopatologia dos processos cognitivos envolvidos nas capacidades e habilidades neuromotoras de memória, aprendizagem e reaprendizagem de funcionalidade relações das características próprias das lesões/patologias que acometem o Sistema Nervoso (adquiridas, traumáticas ou degenerativas) com incapacidades cognitivo/motoras envolvidas nas incapacidades neuromotoras geradas como efeito. Reflexão sobre as aplicações desses conhecimentos na assistência em saúde, considerando os limites e possibilidades de recuperação funcional cognitiva e motora. .",Não informado
01,FCE0063 - SERVIÇOS CLÍNICOS FARMACÊUTICOS,DAYANI GALATO (30h),"2M34
											


		

											Segunda-feira 10:00 às 11:50",,45,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,SERVIÇOS CLÍNICOS FARMACÊUTICOS,( ( FCE0213 ) ),-,Nenhuma,Não,Sim,Não,Não,1,,Não informado
01,FCE0065 - TECNOLOGIAS ASSISTIVAS EM AUDIOLOGIA,VALERIA REIS DO CANTO PEREIRA (60h),"5M1234
											


		

											Quinta-feira 08:00 às 11:50",,36,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,TECNOLOGIAS ASSISTIVAS EM AUDIOLOGIA,( ( FCE0126 OU FCE0978 ) E ( FCE0128 E FCE0123 E FCE0132 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Desenvolvimento de habilidades que permitam ao estudante identificar a necessidade do uso das tecnologias disponíveis que objetivam promover a funcionalidade, melhoria da autonomia, da independência, da comunicação, do aprendizado, da qualidade de vida e a inclusão social de pessoas com alteração auditiva. Entender o processo de prescrição de equipamentos e do acompanhamento do usuário, levando em consideração suas necessidades e desejos, o contexto em que vive e os recursos existentes.",Não informado
01,FCE0069 - FONOAUDIOLOGIA NA ATENÇÃO PRIMARIA À SAÚDE,JULIANA ONOFRE DE LIRA (30h),"3T23
											


		

											Terça-feira 14:00 às 15:50",,36,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,FONOAUDIOLOGIA NA ATENÇÃO PRIMARIA À SAÚDE,( ( FCE0038 ) E ( FCE0234 OU FCE0849 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Ações de saúde, no âmbito individual e coletivo, que abrangem a promoção e a proteção da saúde, a prevenção de agravos, o diagnóstico, o tratamento, a reabilitação e a manutenção da saúde em Fonoaudiologia. Trabalho em equipe de forma territorializada.",Não informado
01,FCE0071 - PESQUISA EM PROMOÇÃO DO USO RACIONAL DOS MEDICAMENTOS,MICHELINE MARIE MILWARD DE AZEVEDO MEINERS (60h),"3M1234
											


		

											Terça-feira 08:00 às 11:50",,1,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,PESQUISA EM PROMOÇÃO DO USO RACIONAL DOS MEDICAMENTOS,( ( FCE0222 E FCE0246 ) ),-,Nenhuma,Não,Não,Não,Não,1,"Planejamento, estruturação e execução de pesquisas nas áreas de assistência farmacêutica, atenção farmacêutica, farmácia hospitalar e farmacoepidemiologia, com vistas à promoção do uso racional de medicamentos e otimização da farmacoterapia e qualidade de vida do paciente.",Não informado
02,FCE0071 - PESQUISA EM PROMOÇÃO DO USO RACIONAL DOS MEDICAMENTOS,EMILIA VITORIA DA SILVA (60h),"2M1234
											


		

											Segunda-feira 08:00 às 11:50",,1,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,PESQUISA EM PROMOÇÃO DO USO RACIONAL DOS MEDICAMENTOS,( ( FCE0222 E FCE0246 ) ),-,Nenhuma,Não,Não,Não,Não,1,"Planejamento, estruturação e execução de pesquisas nas áreas de assistência farmacêutica, atenção farmacêutica, farmácia hospitalar e farmacoepidemiologia, com vistas à promoção do uso racional de medicamentos e otimização da farmacoterapia e qualidade de vida do paciente.",Não informado
03,FCE0071 - PESQUISA EM PROMOÇÃO DO USO RACIONAL DOS MEDICAMENTOS,RINALDO EDUARDO MACHADO DE OLIVEIRA (60h),"3M1234
											


		

											Terça-feira 08:00 às 11:50",,1,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,PESQUISA EM PROMOÇÃO DO USO RACIONAL DOS MEDICAMENTOS,( ( FCE0222 E FCE0246 ) ),-,Nenhuma,Não,Não,Não,Não,1,"Planejamento, estruturação e execução de pesquisas nas áreas de assistência farmacêutica, atenção farmacêutica, farmácia hospitalar e farmacoepidemiologia, com vistas à promoção do uso racional de medicamentos e otimização da farmacoterapia e qualidade de vida do paciente.",Não informado
01,FCE0072 - TÓPICOS AVANÇADOS EM TERAPIA MANUAL 1,SERGIO RICARDO THOMAZ (30h),"3M34
											


		

											Terça-feira 10:00 às 11:50",,20,672,DISCIPLINA,Presencial,CAMPUS UNB CEILÂNDIA: FACULDADE DE CIENCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA - 11.01.31,Ano.Período de Implementação,TÓPICOS AVANÇADOS EM TERAPIA MANUAL 1,( ( FCE0290 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"A disciplina proporcionará ambiente para discussão do uso das técnicas de terapia manual no contexto da fisioterapia, sua filosofia, formas de raciocínio clínico, forma de avaliação, de diagnóstico diferencial e suas técnicas de intervenção nos ciclos da vida, de forma preventiva e curativa e nas diferentes condições cinesiopatológicas.",Não informado
